26	300	39	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-zdravoohraneniya-tomskoy-oblasti	0
27	205	43	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-molodezhnoy-politike--fizicheskoy-kulture-i-sportu	0
28	206	43	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-molodezhnoy-politike--fizicheskoy-kulture-i-sportu	0
29	137	7	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-informatsionnoy-politike	0
30	137	33	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-kulture-i-turizmu-tomskoy-oblasti	0
31	138	7	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-informatsionnoy-politike	0
32	139	7	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-informatsionnoy-politike	0
33	140	33	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-kulture-i-turizmu-tomskoy-oblasti	0
34	141	33	На территории Томской области расположено 85 культовых зданий, среди них памятники архитектуры федерального значения.	1
35	141	33	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-po-kulture-i-turizmu-tomskoy-oblasti	0
36	144	7	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-informatsionnoy-politiki-i-obschestvennyh-svyazey	0
37	671	6	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/departament-gosudarstvennoy-grazhdanskoy-sluzhby-administratsii-tomskoy-oblasti	0
38	437	17	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-obschim-voprosam-administratsii-tomskoy-oblasti	1
39	437	17	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-obschim-voprosam-administratsii-tomskoy-oblasti/	0
40	5	16	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-po-voprosam-go-i-chs-administratsii-tomskoy-oblasti	0
41	5	14	http://tomsk.gov.ru/ru/organy-vlasti/administratsiya-tomskoy-oblasti/komitet-obschestvennoy-bezopasnosti-administratsii-tomskoy-oblasti	0
\.


